question_id,course,question,gold_answer,source_slide_or_note,slide_number
Q174,Introduction to Compilers,What is a production rule and how are strings generated from a grammar?,A production rule is a transformation from a non-terminal symbol to a sequence of terminals and/or non-terminals — represented as Head → Body (e.g. S → Y). Each rule includes a head (the non-terminal being replaced) and a body (the replacement sequence). Strings are generated by: starting from the start symbol S and repeatedly applying production rules to replace non-terminals with their right-hand sides until no non-terminals remain and only terminal symbols are present. The result is a valid string in the language. The symbol ε (epsilon) denotes the empty string. Production rules in a production system can be chained: e.g. IF Saturday OR Sunday THEN gone to cinema followed by IF gone to cinema THEN gone outside.,Midsem_Questions_Extracted.docx,Q6-14
Q175,Introduction to Compilers,What is a recogniser in formal language theory and what theory describes it?,A recogniser is a device or algorithm that verifies whether a given string belongs to the grammar's language. Given a string as input it outputs yes (accepted) or no (rejected). Recognisers are described using Automata Theory — the mathematical study of abstract machines and their computational power. The two main types of automata used as recognisers are: Non-deterministic Finite Automata (NFA) and Deterministic Finite Automata (DFA). Both take a string as input and output yes or no. Regular languages can be recognised by finite automata. Recognisers are distinct from generators (which produce all strings of a language).,Midsem_Questions_Extracted.docx,Q10-11
Q176,Introduction to Compilers,What is a regular expression and what are its three fundamental operations?,A regular expression formally describes a regular language. The three fundamental operations on regular expressions over an alphabet K are: Union (P | Q) — the set of strings belonging to either P or Q (e.g. if P = {a…e} and Q = {0…9} then P|Q = {a…e 0…9}). Concatenation (PQ) — all strings formed by concatenating a string from P with a string from Q (e.g. {a0 a1 … e9}). Closure (Q*) — zero or more repetitions of strings from Q (e.g. if Q = {0…9} then Q* = {ε 0…9 00…99 …}). The base cases are: {} for the empty set ε for the empty string and a for a single symbol a in K. The shorthand a+ means one or more a's (equivalent to a*a).,Introduction_To_Compilers_Slides.pptx,slides
Q177,Introduction to Compilers,What is an NFA (Non-deterministic Finite Automaton) and how is it formally defined?,A Non-deterministic Finite Automaton (NFA) is a mathematical model formally defined as a 6-tuple consisting of: a set of states S a set of input symbols K a transition function that maps state/symbol pairs to a SET of states (S × {K ∪ ε} → set of S) — meaning multiple transitions can exist from one state on the same input a special start state s0 epsilon (ε) transitions (also called lambda transitions — moving to another state without consuming input) and a set of final/accepting states F (a subset of S). Input is a string and output is yes or no. NFAs allow nondeterminism — multiple possible paths for the same input — and a string is accepted if any path leads to an accepting state.,Introduction_To_Compilers_Slides.pptx,slides
Q178,Introduction to Compilers,What is a DFA (Deterministic Finite Automaton) and how does it differ from an NFA?,A Deterministic Finite Automaton (DFA) is formally defined as a 5-tuple D = (Q Σ δ q0 F) where: Q is a finite set of states Σ is the input alphabet δ is a unique transition function Q × Σ → Q (exactly one next state per state-symbol pair) q0 is the start state and F is the set of accepting final states. Key differences from an NFA: a DFA has NO epsilon (ε) transitions and has EXACTLY ONE transition per state-symbol pair (deterministic). A DFA accepts a string if starting at q0 it reads the string symbol by symbol following exactly one defined transition per step and the final state reached is in F. DFAs and NFAs recognise the same class of languages (regular languages) but DFAs are easier to implement directly.,Introduction_To_Compilers_Slides.pptx,slides
Q179,Introduction to Compilers,What are the phases of a compiler and what does each phase produce?,The phases of a compiler are: Lexical Analysis (scanner) — reads the source program and produces a stream of tokens identifying lexical errors. Syntax Analysis (parser) — takes the token stream and produces a parse tree or AST checking that tokens follow the grammar — detects syntax errors. Semantic Analysis — checks the parse tree for semantic correctness (type compatibility undeclared variables scope) producing an annotated AST — detects semantic errors. Intermediate Code Generation — produces an intermediate representation (IR) such as three-address code that is portable and machine-independent. Optimisation — improves code performance without changing its behaviour using techniques like constant folding dead code elimination and common subexpression elimination. Code Generation — translates the optimised IR into target machine code including register allocation and instruction scheduling. A Symbol Table is maintained throughout tracking identifiers and their types.,Midsem_Questions_Extracted.docx,Q43-57
Q180,Introduction to Compilers,What is the symbol table in a compiler and what is its purpose?,The symbol table is a data structure maintained throughout the compilation process that tracks identifiers and their attributes such as names types scopes and memory locations. It is consulted and updated during lexical analysis (to record identifier names) semantic analysis (to check type compatibility and scope rules) and code generation (to determine memory allocation). The symbol table does NOT translate assembly to binary or execute program statements — those are the roles of the assembler and loader/runtime respectively. The knowledge-base editor in expert systems is an analogy — the symbol table is specifically the compiler's structure for managing identifier information across all compilation phases.,Midsem_Questions_Extracted.docx,Q43
Q181,Introduction to Compilers,What is intermediate code and why is it important?,Intermediate code (also called intermediate representation or IR) is a machine-independent representation of a program produced between the semantic analysis and code generation phases. Its key benefits are: Code portability — the same intermediate code can be retargeted to different hardware architectures by writing a new back-end code generator rather than rewriting the entire compiler. It separates the front-end (language-specific analysis) from the back-end (machine-specific code generation). Three-address code is a common form of IR. For x = (a + b) * (c - d) the three-address code sequence is: t1 = a + b then t2 = c - d then t3 = t1 * t2 then x = t3. Intermediate code is NOT final execution on hardware (that is machine code) and NOT token generation (that is lexical analysis).,Midsem_Questions_Extracted.docx,Q26-58
Q182,Introduction to Compilers,What are the main code optimisation techniques used in compilers?,The main code optimisation techniques used by compilers are: Constant Folding — evaluating constant expressions at compile time (e.g. t1 = 5 * 2 becomes t1 = 10 since 5*2 is a constant). Constant Propagation — replacing variable references with their known constant values (e.g. if x = 3 then x + 5 becomes 8). Common Subexpression Elimination (CSE) — detecting and eliminating redundant computations (e.g. if t1 = x + 5 and t3 = x + 5 then t3 is eliminated and t1 is reused). Dead Code Elimination — removing code that can never be executed or whose results are never used (e.g. eliminating an else branch that can never be reached). The optimiser phase improves code performance without changing the program's observable behaviour.,Midsem_Questions_Extracted.docx,Q22-24
Q183,Introduction to Compilers,What is the role of the assembler linker and loader in the compilation process?,The assembler converts assembly code into machine code (binary object code) — it does NOT analyse semantics or optimise source programs. The linker combines multiple object files into a single executable and resolves external references (e.g. calls to library functions) producing the final executable file — it does NOT execute source code. The loader loads the executable into memory for execution — it is typically part of the operating system runtime. Together these tools form the back-end of the compilation process after the compiler itself has produced assembly or object code. Parser generators scanner generators and code generators are tools used for automatic construction of compiler components.,Midsem_Questions_Extracted.docx,Q45-47
Q184,Introduction to Compilers,What is the difference between compiled and interpreted programs in terms of execution and characteristics?,A compiled program has its executable created in advance before any execution occurs — it is more memory-efficient at runtime does not require an interpreter and executes faster. A compiled language example is C or C++. An interpreted program is executed line-by-line at runtime by an interpreter — it requires the interpreter to be installed on the target machine and generally executes more slowly because translation happens during execution. Interpreted language examples include Python Ruby PHP and JavaScript. Compiled programs produce object code ahead of time while interpreted programs perform runtime evaluation. A hybrid approach (like Java) compiles to intermediate bytecode which is then interpreted or JIT-compiled by a virtual machine.,Midsem_Questions_Extracted.docx,Q51-52
Q185,Introduction to Compilers,What are the generations of programming languages and what examples belong to each?,Programming languages are classified into generations: First-generation (1GL) — machine code (binary instructions directly executed by hardware). Second-generation (2GL) — assembly language (symbolic mnemonics for machine instructions). Third-generation (3GL) — high-level procedural languages like C C++ Fortran COBOL and Java — these are the most widely used class of general-purpose languages. Java belongs to the third generation. Fourth-generation (4GL) — high-level languages designed for specific tasks with less procedural detail — examples include SQL and PostScript. Fifth-generation (5GL) — constraint and logic-based languages used in AI — examples include Prolog and OPS5. Prolog and OPS5 are examples of fifth-generation languages.,Midsem_Questions_Extracted.docx,Q1-48-49
Q186,Introduction to Compilers,What is the preprocessor in C and what does it produce?,The preprocessor in C is a tool that processes the source code before the main compilation begins. Its output is source code with resolved macros — it handles directives such as #include (inserting header file contents) #define (macro substitution) and conditional compilation (#ifdef #endif). The preprocessor produces expanded source code as its output — NOT assembly code NOT executable code and NOT a token stream (token generation happens in the lexical analysis phase which follows preprocessing). The preprocessor output is then fed into the compiler's lexical analyser as the starting point for the formal compilation pipeline.,Midsem_Questions_Extracted.docx,Q56
Q187,Introduction to Compilers,What does code generation involve and what does the code generator phase produce?,Code generation is the final phase of the compiler that translates the optimised intermediate representation into target machine code. The code generator produces target machine code as its primary output. This phase includes: register allocation (deciding which variables and temporary values live in CPU registers versus memory) and instruction scheduling (ordering instructions to minimise pipeline stalls and maximise processor throughput). The code generator does NOT produce tokens (lexical analysis) does NOT produce an abstract syntax tree (syntax analysis) and does NOT produce an intermediate representation (intermediate code generation phase). Syntax-directed translation engines walk parse trees to produce intermediate code automatically.,Midsem_Questions_Extracted.docx,Q42-57-60
Q188,Introduction to Compilers,What is three-address code and how is it generated for an expression?,Three-address code is a form of intermediate representation where each instruction has at most three operands (two sources and one result). It breaks complex expressions into a sequence of simple operations each involving at most two operands. For x = (a + b) * (c - d) the three-address code sequence is: t1 = a + b (compute sum of a and b into temporary t1) t2 = c - d (compute difference of c and d into temporary t2) t3 = t1 * t2 (multiply the two temporaries) x = t3 (assign result to x). This must be performed in this order because the arithmetic operations on a and b and on c and d must precede the multiplication. Three-address code is portable and machine-independent making it suitable as an IR.,Midsem_Questions_Extracted.docx,Q26
Q189,Introduction to Compilers,What are language processors commonly found in an IDE and what is the role of each?,An Integrated Development Environment (IDE) commonly includes: Compilers (translate source code into machine code or executable files) Assemblers (convert assembly language into machine code) and Debuggers (help identify and fix errors in programs — they allow step-by-step execution inspection of variable values and breakpoints). Loaders are typically operating system tools rather than IDE components. Additionally parser generators and scanner generators are tools used for automatic construction of compiler components (parser generators automatically build parsers from grammar specifications scanner generators build lexical analysers from regular expression specifications).,Midsem_Questions_Extracted.docx,Q45-50
Q190,Introduction to Compilers,Explain the concept of operator precedence in parsing using the expression 2 + 3 * 4.,Operator precedence determines the order in which operators are evaluated in an expression. * and / have higher precedence than + and - meaning multiplication and division are evaluated before addition and subtraction. For the expression 2 + 3 * 4: the interpreter or compiler evaluates 3 * 4 = 12 first (because * has higher precedence than +) and then evaluates 2 + 12 = 14. It is NOT evaluated as (2 + 3) * 4 = 20. This is reflected in the parse tree where the * operator sits lower (closer to the leaves) than the + operator — meaning it is evaluated earlier. Grammar rules enforce precedence by structuring productions so that higher-precedence operators appear deeper in the grammar hierarchy.,Interpretation_Detailed_Notes_on_Compilers_.pptx,slides
Q191,Introduction to Compilers,What tokens and token types are produced by the lexical analyser for the statement: float rate = total / time + extra;?,The lexical analyser breaks the statement into the following tokens and their types: float (keyword) rate (identifier) = (assignment operator) total (identifier) / (arithmetic operator) time (identifier) + (arithmetic operator) extra (identifier) and ; (delimiter/punctuation). The token types are: keywords (float) identifiers (rate total time extra) operators (= / +) and delimiters (;). A lexical error in a modified version of this line could occur if extra were misspelled as ex$tra — the $ character is not a valid character in most language identifier rules making it a lexical error detectable during the scanning phase.,Midsem_Questions_Extracted.docx,Q23
Q192,Introduction to Compilers,What is the grammar that generates the language {aⁿbaⁿ | n ≥ 0} and how does it work?,The language {aⁿbaⁿ | n ≥ 0} consists of strings with n copies of a followed by b followed by n copies of a (e.g. b aba aabaa aabaaa …). The grammar that generates this language uses the production rule: S → aSa | b. Starting from S: applying S → b gives the string b (n=0 case). Applying S → aSa gives aSa then replacing S with b gives aba (n=1). Applying S → aSa twice gives aaSaa then aSa in the middle gives aabaaa? — Actually for {aⁿbaⁿ} the rule is S → aSa | b: each application of S → aSa adds one a on each side while the base case S → b inserts the middle b. This produces strings with equal numbers of a on both sides of b.,Midsem_Questions_Extracted.docx,Q21
Q193,Introduction to Compilers,What is the semantic analyser's role when checking the expression x = (a + b) * (c - d)?,The semantic analyser ensures type compatibility and meaningful operations for the expression x = (a + b) * (c - d). It checks whether a and b are of compatible types (e.g. both integers or both floats) and similarly for c and d. It rejects the expression if for example c is a string and d is an integer — since arithmetic subtraction between a string and integer is a type mismatch. It also allows implicit type conversion if the language supports it (e.g. promoting an integer to a float in a mixed arithmetic expression). Semantic errors in this expression could involve using an undeclared variable a or multiplying a string by an integer. Missing parentheses would be a syntax error not a semantic error.,Midsem_Questions_Extracted.docx,Q27-28
Q194,Introduction to Compilers,What is constant folding as an optimisation technique and give an example?,Constant folding is a compiler optimisation technique that evaluates constant expressions at compile time rather than at runtime — replacing the expression with its computed value. For example t1 = 5 * 2 can be folded at compile time to t1 = 10 since both operands are constants. This saves the computation at runtime. After constant folding the expression t2 = t1 + x becomes t2 = 10 + x. Constant folding is distinct from constant propagation (which substitutes known variable values) and dead code elimination (which removes unreachable code). The optimiser phase performs these transformations to improve efficiency without changing the program's observable behaviour.,Midsem_Questions_Extracted.docx,Q24
Q195,Introduction to Compilers,What are the applications of interpretation and which languages use interpreters?,Interpretation is used in: Scripting languages (Python Ruby PHP Perl) Web development (JavaScript execution in browsers and server-side scripting) Interactive shells (Python shell command shells database shells) Rapid prototyping (quick testing of ideas before full implementation) and Education (learners receive immediate feedback). Interpretation is especially useful when flexibility interaction quick testing and ease of debugging are more important than maximum execution speed. Python is the most commonly cited example of a scripting and interpreted language. In contrast C and C++ are compiled languages that produce executables in advance. Java uses a hybrid approach: compiled to bytecode then interpreted/JIT-compiled by the JVM.,Midsem_Questions_Extracted.docx,Q59
Q196,Introduction to Compilers,What is the language represented by the regular expression (a|b)*b and what strings does it accept?,The regular expression (a|b)*b describes the language of all strings over the alphabet {a b} that end with the letter b. The subexpression (a|b)* matches any string of a's and b's (including the empty string) and the final b enforces that the string must end with a b. Accepted strings include: b ab aab bab abba aab aaab bbb abab etc. Rejected strings include: a aa aaa and any string that does not end in b. The key property is that (a|b)* can match any prefix of any length and the mandatory final b ensures the suffix constraint. This is a regular language recognisable by a DFA or NFA.,Introduction_To_Compilers_Slides.pptx,slides
Q197,Introduction to Compilers,What is the difference between syntax-directed translation and direct code generation?,Syntax-directed translation engines walk parse trees to produce intermediate code automatically — they attach semantic actions to grammar rules so that as the parser builds the parse tree the appropriate code-generation actions are triggered. This produces intermediate representations without a separate explicit tree traversal step. Direct code generation in the code generation phase translates the (already produced) intermediate representation into target machine code — this phase does NOT automatically generate machine code from the grammar directly. Syntax-directed translation is an automated approach to building the bridge between the parser output and the intermediate code generator and is distinct from the final machine code generation performed by the code generator phase.,Midsem_Questions_Extracted.docx,Q60
Q198,Introduction to Compilers,What is the role of tools such as parser generators and scanner generators in compiler construction?,Parser generators are tools that automatically construct a parser (syntax analyser) from a formal grammar specification — the compiler writer specifies the grammar and the tool generates the parsing code. Scanner generators automatically build lexical analysers (scanners/tokenisers) from regular expression specifications — the compiler writer specifies the token patterns as regular expressions and the tool generates the scanner. Code generators can also be automatically generated. These tools reduce the manual effort required to build compiler front-end components. Examples include Lex/Flex (scanner generators) and Yacc/Bison (parser generators). They work alongside the Unified Modelling Language (UML) for modelling the system architecture.,Midsem_Questions_Extracted.docx,Q45
Q199,Introduction to Compilers,What is the formal definition of a language in formal language theory and what is an alphabet?,In formal language theory: an Alphabet (K or Σ) is a finite set of characters or symbols (e.g. K = {a b c}). A String is a finite sequence of characters from the alphabet — the empty string is denoted ε (some texts use λ). A Language is a possibly infinite set of strings over some alphabet — it can be as simple as the empty language {} or {ε}. For example given K = {a b c} some possible languages include {aa ab ac bb bc cc} or {ab abc abcc abccc …}. The language generated by a grammar G = (N Σ S P) is the set of all terminal strings derivable from the start symbol S using the production rules P.,Introduction_To_Compilers_Slides.pptx,slides
Q200,Introduction to Compilers,What does the code optimisation phase do for the intermediate code snippet: t1=x+5 t2=y*2 t3=x+5 t4=t1+t2 where x=3 and y=4?,For the intermediate code t1 = x + 5 t2 = y * 2 t3 = x + 5 t4 = t1 + t2 the following optimisations apply assuming x=3 and y=4: Common Subexpression Elimination (CSE) — t3 = x + 5 is identical to t1 = x + 5 so t3 is eliminated and t1 is reused saving one computation. Constant Propagation — since x = 3 we substitute: t1 = 3 + 5 = 8 and since y = 4 we substitute: t2 = 4 * 2 = 8. Therefore t4 = 8 + 8 = 16. Dead Code Elimination — the else branch (z = 0) is dead code because t4 = 16 which is greater than 10 so the condition t4 > 10 is always true and the else branch is never reached. After optimisation t4 is replaced with the constant 16.,Midsem_Questions_Extracted.docx,Q22
